id,cohort,race,sex,asvab_wt,sci,arith,word,para,number,coding,auto,math,mech,elec,social,weight_custom,pc1_verb,pc2_math,pc3_mech,pc4_admin,pc1_verb_m,pc1_verb_f,pc2_math_m,pc2_math_f,pc3_mech_m,pc3_mech_f,pc4_admin_m,pc4_admin_f,social_m,social_f
1,79,3,2,0,,,,,,,,,,,-1.3593116,563563,,,,,,,,,,,,,,-1.3593116
2,79,3,2,805802,-1.6016221,-1.1644038,-1.2603575,-1.2651653,-.13801174,.48946273,-.77758574,-.98654348,-.58274835,-1.3935161,-.96363449,763795,-2.4998622,-1.6023476,-1.4196613,.48701197,,-2.4998622,,-1.6023476,,-1.4196613,,.48701197,,-.96363449
3,79,3,2,565210,.024939204,-.33304963,.80583388,.62292516,1.3067976,1.769522,.30404571,.15819515,.24767072,1.1519032,-1.5208786,536272,1.0910636,.16376668,.68483818,2.2111461,,1.0910636,,.16376668,,.68483818,,2.2111461,,-1.5208786
4,79,3,2,592574,.25335366,.39182913,.85703868,.64969128,1.3153958,1.285694,-.15038496,-.3294805,-.41181505,.078217156,.46058226,565820,1.0441163,.21985456,-.33010852,1.8028663,,1.0441163,,.21985456,,-.33010852,,1.8028663,,.46058226
5,79,3,1,800227,2.0401258,1.8823717,1.31239,.84575927,.45658457,.74840295,.32204849,2.0604985,1.5775063,1.2208066,-.17094287,764753,2.3994007,3.0503352,1.6110244,.52258259,2.3994007,,3.0503352,,1.6110244,,.52258259,,-.17094287,
6,79,3,1,695851,1.6863593,2.0621896,1.3291029,1.3749357,1.153023,1.4584326,1.5950123,2.0067749,1.6604905,2.1118941,-.21937941,636938,2.7023919,3.1455321,2.8177657,1.578703,2.7023919,,3.1455321,,2.8177657,,1.578703,,-.21937941,
7,79,3,1,701175,.25979251,.04931777,.83921582,-.20719561,.35563931,-.2011852,.52122551,-.060580418,-.59157294,.68539101,.043576509,674417,.68938822,-.12326077,.38986677,.017275289,.68938822,,-.12326077,,.38986677,,.017275289,,.043576509,
8,79,3,2,155151,.56922603,-.56408745,1.0543181,.39042452,-.67919129,.2119132,-.3908439,-1.3460858,-.16956954,.2857151,.25330761,148170,1.2370044,-1.4653406,-.084662341,-.10185283,,1.2370044,,-1.4653406,,-.084662341,,-.10185283,,.25330761
9,79,3,1,670264,.74634278,.93329912,.76206881,.16609049,.86007971,.49328029,.39889562,.2277815,.29452452,1.511018,2.0554891,637256,1.1928062,.97486866,1.1232517,.73683089,1.1928062,,.97486866,,1.1232517,,.73683089,,2.0554891,
10,79,3,2,145028,-.747702,-.011328876,-.96102554,.33685923,.69376034,.62687814,-.59314847,-.43159601,-.44357139,-.15816484,-.85822392,133082,-.72794211,-.19052552,-.84317768,.95850194,,-.72794211,,-.19052552,,-.84317768,,.95850194,,-.85822392
11,79,3,1,759100,.90302819,.69130582,1.2215395,1.3743589,.18828228,.56633312,.32204849,1.2601686,.57306206,.36942834,-.90852356,725449,2.0291455,1.4370904,.54444009,.50361425,2.0291455,,1.4370904,,.54444009,,.50361425,,-.90852356,
12,79,3,2,805802,1.0925444,1.4853498,1.31239,.84575927,1.2614914,.74840295,-.34374118,1.460251,.47261763,.84241629,2.3088899,763795,1.9568579,2.3950257,.25546288,1.0689687,,1.9568579,,2.3950257,,.25546288,,1.0689687,,2.3088899
13,79,3,1,1015469,.21045835,1.6039379,.45864674,.65917194,.26727292,-.70321083,1.2410632,1.6505438,1.0719362,1.1041925,.50683677,917150,.88508302,2.3805127,1.7173268,-.58413106,.88508302,,2.3805127,,1.7173268,,-.58413106,,.50683677,
14,79,3,2,715511,.80955696,1.6803032,1.3044503,1.5668715,1.3913192,.99060702,.81328297,2.2916985,1.9016942,1.312619,.87818468,705326,2.1883223,3.3521576,1.8095658,1.3743447,,2.1883223,,3.3521576,,1.8095658,,1.3743447,,.87818468
15,79,3,1,771293,1.3571757,1.5480505,1.3143575,1.3610197,1.172529,1.6035908,.45367676,.11823668,1.3686596,1.0287162,.71702409,741859,2.2899141,1.612162,1.4992391,1.8455316,2.2899141,,1.612162,,1.4992391,,1.8455316,,.71702409,
16,79,3,2,763515,-.33806941,.098109469,.62403029,.48004773,1.2121278,.82315898,-.35212481,.70707589,-.31498924,-.13432071,.084653214,729160,.5008027,.76819533,-.69586188,1.3430841,,.5008027,,.76819533,,-.69586188,,1.3430841,,.084653214
17,79,3,1,975713,.75926185,1.6452248,.95290005,.71299189,.37161556,.72649616,.81714255,1.5483991,1.0824721,1.0716231,.44445419,904257,1.5093966,2.2922149,1.5362046,.62160724,1.5093966,,2.2922149,,1.5362046,,.62160724,,.44445419,
18,79,3,1,942936,1.2170924,1.702302,1.0833757,.95118994,1.1929888,.91716385,1.3644154,1.6228938,.50673151,1.3354883,1.0743308,851639,2.0060809,2.4286687,1.7302424,1.22417,2.0060809,,2.4286687,,1.7302424,,1.22417,,1.0743308,
19,79,3,2,0,,,,,,,,,,,.56076491,770089,,,,,,,,,,,,,,.56076491
20,79,3,2,748244,1.3478599,.22588953,.5243929,1.0642403,.6356107,.69620991,1.0181279,1.2833564,1.4037217,.62173897,-.50749069,709237,1.5418601,1.4827616,1.6303643,.82608241,,1.5418601,,1.4827616,,1.6303643,,.82608241,,-.50749069
21,79,3,2,629805,.18174966,1.9218963,1.1784247,.84494752,1.4227633,1.2990078,1.3156612,1.979931,1.6886036,-.39101195,1.3320894,597559,.99097234,3.1187654,1.4258487,1.7372577,,.99097234,,3.1187654,,1.4258487,,1.7372577,,1.3320894
22,79,3,2,664402,1.0089391,1.6565186,1.0593657,1.247538,.93328393,.23985492,.1487148,1.5997118,1.587483,1.0350221,-.17205215,654945,1.9148419,2.8030217,1.1880332,.48091623,,1.9148419,,2.8030217,,1.1880332,,.48091623,,-.17205215
23,79,3,1,846225,1.4661452,1.5096759,1.0543181,.12167708,1.0416527,.96065104,.78775567,1.5538783,.68993449,1.3770182,.083016396,764292,1.6277407,2.3090837,1.5752462,1.0861475,1.6277407,,2.3090837,,1.5752462,,1.0861475,,.083016396,
24,79,3,1,747517,.39887989,.88447547,1.2278004,.85039175,.062858731,.29372635,1.4105394,-.32491475,1.269204,.3238253,1.015527,701784,1.3145198,.50795579,1.810207,.33686003,1.3145198,,.50795579,,1.810207,,.33686003,,1.015527,
25,79,3,2,671501,-.401822,.62202412,.43575895,.27659702,1.3585688,1.1596265,-.47608119,.97239727,-.66625679,.43117014,-.8030073,636496,.42965916,1.1759342,-.70200169,1.6265699,,.42965916,,1.1759342,,-.70200169,,1.6265699,,-.8030073
26,79,3,1,577510,1.8176295,1.9479903,1.3221954,1.1849853,1.4101533,1.1869578,2.4230032,2.125948,2.273936,2.4374123,.69835401,559040,2.604177,3.3383994,3.8571649,1.4890554,2.604177,,3.3383994,,3.8571649,,1.4890554,,.69835401,
27,79,3,2,640499,1.1692021,1.5456021,1.1201601,1.0236355,.27378517,1.0094936,.098548628,1.9390148,1.0997696,1.485224,.79822385,587738,2.1324108,2.539968,1.1893191,.73072529,,2.1324108,,2.539968,,1.1893191,,.73072529,,.79822385
28,79,3,2,700504,1.1594055,2.3212314,1.5107006,.80986989,1.3639504,.93940574,.45367676,2.1857991,-.11632559,-.49046546,-1.337204,683053,1.8272223,3.1580985,-.017140538,1.2893038,,1.8272223,,3.1580985,,-.017140538,,1.2893038,,-1.337204
29,79,3,2,612931,-1.6838794,-.42603257,-1.5775986,.33685923,.60190779,.99645787,-.59314847,-.43159601,-.64395827,-1.2931943,.67266756,591957,-1.7648027,-.57752752,-1.5356036,1.3435957,,-1.7648027,,-.57752752,,-1.5356036,,1.3435957,,.67266756
30,79,3,2,783743,-1.8001612,-1.1401118,-1.382732,-1.4111551,.61122185,.9144904,-1.5332828,-.48316172,-.13309959,-1.4154729,-1.4386835,659072,-2.7959638,-.86460751,-1.8367742,1.164409,,-2.7959638,,-.86460751,,-1.8367742,,1.164409,,-1.4386835
31,79,1,1,0,,,,,,,,,,,1.1933227,104448,,,,,,,,,,,,,1.1933227,
32,79,1,2,0,,,,,,,,,,,1.1408923,125740,,,,,,,,,,,,,,1.1408923
33,79,1,1,0,,,,,,,,,,,-1.1848458,147205,,,,,,,,,,,,,-1.1848458,
34,79,3,1,738825,-.52083093,-1.1401118,-.56178385,-.60063964,-.59059006,-.090155602,1.4650413,-1.4750264,-.31498924,-.13432071,.22545068,667292,-1.0020602,-2.1230059,.96955734,-.15974844,-1.0020602,,-2.1230059,,.96955734,,-.15974844,,.22545068,
35,79,3,2,524225,-.25322339,.070349,.94767684,.44025913,.56580448,.81846833,-.050105974,-.10010999,.51280797,-.49479899,.62557214,516763,.53477085,.19882202,-.07765881,1.0538079,,.53477085,,.19882202,,-.07765881,,1.0538079,,.62557214
36,79,3,1,0,,,,,,,,,,,-1.2001847,488089,,,,,,,,,,,,,-1.2001847,
37,79,3,2,611286,.21021503,.57434845,.71524674,.75021958,.0961596,.54916459,-.35212481,.01277062,.50351423,.50625539,-.37929717,583781,1.0671377,.51462722,.17592242,.47725293,,1.0671377,,.51462722,,.17592242,,.47725293,,-.37929717
38,79,3,2,528647,-.72431868,-.85309976,-.63146293,-.15324955,-.011207763,.59454072,-.15038496,-1.0456471,.23276523,-1.1013803,-.04600564,504779,-1.1084126,-1.2041353,-.44492388,.65648913,,-1.1084126,,-1.2041353,,-.44492388,,.65648913,,-.04600564
39,79,3,1,716685,.23673117,-.090278305,-.23590526,-.14175165,.40548912,-1.9019408,.44560257,-.6973998,.55351335,.75148672,-.86023265,677513,-.12437394,-.091175184,.90712869,-1.3768896,-.12437394,,-.091175184,,.90712869,,-1.3768896,,-.86023265,
40,79,3,1,161170,-.19021761,-.33783633,.20304514,.037664853,.75795043,.50433064,.22414584,.55425388,.65740287,.017098371,-.48113638,147525,-.033074372,.49620467,.36683047,.83242983,-.033074372,,.49620467,,.36683047,,.83242983,,-.48113638,
41,79,3,1,133761,1.1260439,-.051029686,.81163132,.32637915,.3986024,.87812036,.68417889,1.0024792,-.11322514,.75768787,2.0324092,129483,1.404899,.60899633,.77853465,.86127776,1.404899,,.60899633,,.77853465,,.86127776,,2.0324092,
42,79,3,1,593802,.34651631,-.36112607,-.53718734,-.65641546,.56580448,-.048699718,.39889562,-.64659578,.076241076,-.17809103,1.1081251,564561,-.68240047,-.47395742,.39183983,.26452804,-.68240047,,-.47395742,,.39183983,,.26452804,,1.1081251,
43,79,3,2,114174,-.016387196,-1.2940038,-1.0123334,-1.0949934,-.64207321,-.059460297,-.18083324,.11650984,-1.2519432,-.18727207,-1.199262,108328,-1.1344707,-1.2278421,-.71986979,-.38900265,,-1.1344707,,-1.2278421,,-.71986979,,-.38900265,,-1.199262
44,79,3,2,517749,-.21452405,.26207694,.17432728,.29067871,.43950781,.61977375,.032951687,-.47193894,-.096728347,.32207766,.10004354,478419,.24714988,-.12060437,.088432014,.79313982,,.24714988,,-.12060437,,.088432014,,.79313982,,.10004354
45,79,3,1,708940,-.2074129,.027822236,.5243929,.80169255,-.087347493,.51084328,1.1177419,.039519936,2.0937145,.90759224,.29183367,677513,.66538674,.40340972,2.1232452,.44892371,.66538674,,.40340972,,2.1232452,,.44892371,,.29183367,
46,79,3,2,532275,.32538179,-.082652368,.75586551,1.493857,1.4374826,2.0043905,-.06975919,1.5183997,.67798442,1.1337501,1.7116613,508244,1.7169262,1.4471303,.44505793,2.3942394,,1.7169262,,1.4471303,,.44505793,,2.3942394,,1.7116613
47,79,3,1,713807,1.3397431,1.2767906,.97481096,.70080864,.40548912,.48946273,1.9510651,.55555606,1.5864786,1.4339876,.68696487,682164,1.7274715,1.4841115,2.9014292,.51561427,1.7274715,,1.4841115,,2.9014292,,.51561427,,.68696487,
48,79,3,1,201381,-.33806941,-.1876339,.53281379,-1.1409833,.267847,.45783314,.8290332,-.68153465,.4125694,.50625539,-.47853649,181883,-.48394737,-.59082133,1.1646602,.55417764,-.48394737,,-.59082133,,1.1646602,,.55417764,,-.47853649,
49,79,3,2,628072,.49971232,1.3467814,.40426549,.9929266,1.3129805,2.1006887,-.49801588,.43273941,.2982285,-.40477011,.37636486,599811,.95282018,1.4928793,-.40872252,2.3688374,,.95282018,,1.4928793,,-.40872252,,2.3688374,,.37636486
50,79,3,2,628072,.38984218,.84984207,.71393448,1.1966668,1.127695,.96065104,.78775567,.78055459,.68993449,-.16899455,-.89086676,599811,1.1627359,1.4400275,.67660165,1.4073837,,1.1627359,,1.4400275,,.67660165,,1.4073837,,-.89086676
51,79,3,1,0,,,,,,,,,,,1.0876669,580064,,,,,,,,,,,,,1.0876669,
52,79,3,1,770277,1.1073775,1.4154139,.71393448,.39042452,1.127695,.96065104,1.6037092,1.5538783,1.6449389,1.3770182,.71793705,695698,1.2742584,2.4521446,2.5536516,1.2036461,1.2742584,,2.4521446,,2.5536516,,1.2036461,,.71793705,
53,79,1,1,88581,.22588199,.38628215,.47893205,.13671663,-.15885666,-.27030775,.89228791,-.158126,.60288,.093039081,.85772681,84462,.39420664,.17070349,1.0311706,-.28872511,.39420664,,.17070349,,1.0311706,,-.28872511,,.85772681,
54,79,3,1,0,,,,,,,,,,,-.24395174,618159,,,,,,,,,,,,,-.24395174,
55,79,3,1,0,,,,,,,,,,,1.0732363,618159,,,,,,,,,,,,,1.0732363,
56,79,3,2,570530,.88246977,.51114792,1.2415066,.87165129,-.26518804,-.093839034,.63940132,.79036057,.85098279,.9170509,1.3070867,556316,1.8148817,.95153737,1.2375447,-.28987303,,1.8148817,,.95153737,,1.2375447,,-.28987303,,1.3070867
57,79,3,2,558070,-.066264607,-.14689934,.40426549,.17002171,-.16703722,.50941038,-.69558948,-.58103502,.49434623,.31097132,1.7518682,532960,.36807474,-.38310298,-.085602947,.34426644,,.36807474,,-.38310298,,-.085602947,,.34426644,,1.7518682
58,79,3,2,611362,.94948906,1.2579159,1.1228769,1.2477359,1.2493582,2.016762,-.24330671,1.0309221,-.1883112,1.0716231,1.590971,562876,2.1681554,1.6604384,.10320693,2.2061172,,2.1681554,,1.6604384,,.10320693,,2.2061172,,1.590971
59,79,3,1,647223,1.1559078,1.3744383,1.067943,1.2625155,1.3113239,1.4252294,1.9510651,1.9048932,1.7930716,1.6289878,2.0600045,618532,2.0748892,2.698199,2.8462775,1.7406632,2.0748892,,2.698199,,2.8462775,,1.7406632,,2.0600045,
60,79,3,1,604591,2.0533164,1.1652348,.80583388,1.4173176,.4354229,-.049974699,2.6503277,1.3057525,2.3582044,2.0901744,2.0680833,567603,2.4244118,2.1778674,3.9770143,.039527252,2.4244118,,2.1778674,,3.9770143,,.039527252,,2.0680833,
61,79,3,2,482625,1.8176295,1.8442461,1.5082581,1.4526322,1.4101533,1.7793751,.40904725,2.125948,1.8442159,1.9459132,.17702119,460835,2.8964484,3.3300872,1.9622527,1.9249128,,2.8964484,,3.3300872,,1.9622527,,1.9249128,,.17702119
62,79,3,2,570530,-.15670814,-.3448332,.4649497,.23330608,.29305437,-.89975584,1.1252345,-.36323455,.20137428,-.047370359,.19561315,556316,.21564217,-.34497601,.79183066,-.4650346,,.21564217,,-.34497601,,.79183066,,-.4650346,,.19561315
63,79,3,1,595311,.89921075,1.7117029,1.3325227,.80885363,1.2027494,1.0576417,1.0188453,1.5780115,1.820282,1.1154163,.14316407,544910,1.7422322,2.761168,2.0308039,1.3319242,1.7422322,,2.761168,,2.0308039,,1.3319242,,.14316407,
64,79,3,1,639511,1.2419655,1.3792754,1.4618701,1.1525201,.14496467,-.14573768,.080590278,1.5143994,.24767072,1.1519032,1.0987365,600387,2.4230409,2.0066946,.58623165,-.23911259,2.4230409,,2.0066946,,.58623165,,-.23911259,,1.0987365,
65,79,3,2,513675,.20696825,.59207547,1.499658,.7668187,1.5900359,1.9214821,-.22919767,1.4344287,-1.3227899,-.50143552,-1.1657584,506364,1.5081644,1.2893,-1.2504009,2.4246218,,1.5081644,,1.2893,,-1.2504009,,2.4246218,,-1.1657584
66,79,3,1,584522,.17055407,-.99240094,.23447074,-.84357947,-1.0288169,-.721057,.80110604,-.60541022,-1.3728515,.59466434,-.61392516,576974,.0064496933,-1.7513756,.31042123,-1.0726473,.0064496933,,-1.7513756,,.31042123,,-1.0726473,,-.61392516,
67,79,3,1,723957,1.5704184,1.702302,.99437112,.95118994,1.1929888,1.5642172,.98523849,1.9139174,2.1399269,1.5194337,1.7203664,653863,2.0160854,3.0620108,2.4075966,1.6673626,2.0160854,,3.0620108,,2.4075966,,1.6673626,,1.7203664,
68,79,3,2,510501,2.1661413,2.2647448,1.4801435,1.4626858,1.2236705,2.2199814,.81423956,2.1804321,1.0369965,1.1751432,1.4835775,487452,2.962126,3.2800159,1.6329874,2.2051575,,2.962126,,3.2800159,,1.6329874,,2.2051575,,1.4835775
69,79,3,1,599866,.65389395,1.9165977,1.0444871,1.0268756,.58310622,1.084637,1.3937231,1.6210316,1.0266436,.73772514,.97338581,576974,1.6098248,2.4641237,1.7405787,1.0875238,1.6098248,,2.4641237,,1.7405787,,1.0875238,,.97338581,
70,79,3,1,0,,,,,,,,,,,.77893186,600387,,,,,,,,,,,,,.77893186,
71,79,3,1,573420,1.5347606,2.2762113,1.7019675,1.3291711,1.5079224,-1.0099957,.53693271,2.3990014,1.4988668,1.6869265,1.4247788,545183,2.6995811,3.9536326,1.6133658,-.3644582,2.6995811,,3.9536326,,1.6133658,,-.3644582,,1.4247788,
72,79,3,2,578223,-.79064018,1.9094616,.79029471,.80169255,1.3585688,.78889322,-.077625416,1.5943155,.12230643,-.045251958,.69149584,548079,.57337224,2.5642853,-.34504679,1.2991306,,.57337224,,2.5642853,,-.34504679,,1.2991306,,.69149584
73,79,3,1,573149,1.6130086,.48325267,1.5972618,1.0335029,.69581062,.99060702,.58162057,1.1129525,1.6867285,1.7394553,1.7138782,544924,2.5524459,1.6043509,1.9827955,1.0288403,2.5524459,,1.6043509,,1.9827955,,1.0288403,,1.7138782,
74,79,3,2,584807,.76463258,1.4142933,1.3220984,1.3267881,.54524088,.60352659,.42044431,1.5943155,.12230643,.43117014,.29183367,548079,2.0540438,2.0557914,.38379791,.6831795,,2.0540438,,2.0557914,,.38379791,,.6831795,,.29183367
75,79,3,2,541636,.41897273,.15109354,1.294849,1.182686,.76015896,1.0404513,.59996593,1.0072838,.4890568,.86854434,-.49059266,487221,1.8310974,.98440242,.83818465,1.2731102,,1.8310974,,.98440242,,.83818465,,1.2731102,,-.49059266
76,79,3,1,584245,.76386487,.11214318,.33264226,-.016854798,-.35884207,-.056871913,2.306633,-.29527581,.56905216,-.16492653,.10935346,576701,.36285549,-.30270961,2.0549624,-.15663458,.36285549,,-.30270961,,2.0549624,,-.15663458,,.10935346,
77,79,3,2,623182,1.7127062,1.6657233,1.2415066,1.6807865,-.5756017,.22819945,-.7787081,2.0667722,.740017,.33790115,.7834475,588169,2.6681662,2.569042,-.088414088,-.38629967,,2.6681662,,2.569042,,-.088414088,,-.38629967,,.7834475
78,79,3,2,646366,.6433593,.98750651,1.0306065,.91103268,-.045310862,.58091408,-.818501,1.2742846,1.3757316,-.21834655,.65131795,595104,1.3445784,1.8716892,-.062598094,.30226958,,1.3445784,,1.8716892,,-.062598094,,.30226958,,.65131795
79,79,3,1,595029,1.7068776,1.6414132,1.1201601,1.0236355,1.2095871,1.0094936,1.5717987,1.7397617,2.1629672,1.6778736,.99543166,544652,2.1879122,2.9177594,2.904294,1.2477155,2.1879122,,2.9177594,,2.904294,,1.2477155,,.99543166,
80,79,3,1,552567,1.5347606,1.4188865,1.0381502,.79539555,.30523643,-.80012649,1.7492909,1.2983427,1.2834778,.76678473,.83009142,544924,1.7793957,2.1229947,2.2335205,-.65843135,1.7793957,,2.1229947,,2.2335205,,-.65843135,,.83009142,
81,79,3,1,584245,.2485929,-.57097632,-.11458774,.23330608,-.19036531,-.3485356,-.35145321,-.69394559,-.27020818,-.60815287,1.6047754,576701,.053552993,-.83173949,-.60503006,-.3207598,.053552993,,-.83173949,,-.60503006,,-.3207598,,1.6047754,
82,79,2,1,194547,-.86584467,-1.0353973,-1.7538468,-2.0283024,-2.4860775,-1.4519486,-.57216692,-1.5394168,-1.6020763,-1.2602977,.53531456,178713,-2.7145805,-2.7217324,-1.3801045,-2.4458416,-2.7145805,,-2.7217324,,-1.3801045,,-2.4458416,,.53531456,
83,79,2,1,188904,-.88919127,-1.0562387,-1.44165,-1.2530359,-1.6607753,-.72560835,-1.7363663,-1.232713,-.90878487,-.35783619,-.83658701,169016,-1.9109647,-2.0169649,-1.6690603,-1.4651984,-1.9109647,,-2.0169649,,-1.6690603,,-1.4651984,,-.83658701,
84,79,2,1,175355,-1.1755885,-.61725974,-.95330137,-.27215534,-.15733509,-2.3741457,-1.0060687,-.57277721,-.87041265,-.66454679,-.51979989,160046,-1.3887908,-.72592545,-1.6404433,-1.9713446,-1.3887908,,-.72592545,,-1.6404433,,-1.9713446,,-.51979989,
85,79,2,1,217362,-1.5384808,-1.1861703,-2.0848336,-1.2757142,-2.4107103,-2.0975542,-1.3510405,-.88224751,-1.4905367,-1.6801628,.027495911,198452,-2.8668523,-2.1614144,-2.3540926,-2.9125683,-2.8668523,,-2.1614144,,-2.3540926,,-2.9125683,,.027495911,
86,79,2,2,248202,-2.0583503,-1.5664678,-1.8418442,-1.2202556,-2.5210788,-1.4982054,-1.7866907,-.43159601,-1.7460859,-1.1040227,.31216693,242696,-2.699955,-2.2468786,-2.6714616,-2.4642441,,-2.699955,,-2.2468786,,-2.6714616,,-2.4642441,,.31216693
87,79,2,1,163010,-.5947994,-.72442532,-1.9964427,-1.0728185,-1.9151069,-.48532262,-1.2264974,-.57277721,-.76271814,-.97126067,-.19876696,160046,-2.1463115,-1.4529002,-1.4650092,-1.4266194,-2.1463115,,-1.4529002,,-1.4650092,,-1.4266194,,-.19876696,
88,79,2,1,257909,1.1392659,1.449993,.86684728,.91103268,.57449096,1.1870323,.81985831,1.5649908,1.1901516,1.065892,1.7437207,243370,1.7357244,2.2641923,1.6137961,1.1075728,1.7357244,,2.2641923,,1.6137961,,1.1075728,,1.7437207,
89,79,2,2,272214,.78823715,.98384726,1.067943,1.2625155,.67723954,.69741088,-1.4362255,.65193725,-.16956228,-.61351502,.92958474,262478,1.6829073,1.3454292,-1.4682759,.83580494,,1.6829073,,1.3454292,,-1.4682759,,.83580494,,.92958474
90,79,3,1,598579,.74860984,1.4154139,.71393448,.65917194,-.24898028,.5446856,.60643268,1.6505438,-.16956954,.74042475,.49369565,540624,1.4301476,1.7344614,.64094359,.16368225,1.4301476,,1.7344614,,.64094359,,.16368225,,.49369565,
91,79,3,2,442441,-1.2527895,-1.5476825,-.44438332,-.38224679,1.4486301,1.4688443,-.49910757,-.10010999,-.90603441,.24418624,-.45898637,436144,-.93718058,-.94510055,-.95237386,2.1326153,,-.93718058,,-.94510055,,-.95237386,,2.1326153,,-.45898637
92,79,3,2,466745,.44888812,-.74935567,.48491329,.64969128,.36782184,.49580452,.073387913,.18206711,-.19695495,.37311652,.69835401,419855,.98993689,-.29210848,.020807859,.65618783,,.98993689,,-.29210848,,.020807859,,.65618783,,.69835401
93,79,3,1,495978,.25979251,-.75888497,-.36765632,.062516116,-.5756017,.33554563,.048522379,-.27331567,-.14770962,1.4962007,-.67756766,477051,.34224668,-.89154941,.64936548,-.029019142,.34224668,,-.89154941,,.64936548,,-.029019142,,-.67756766,
94,79,3,1,0,,,,,,,,,,,-.82398576,574026,,,,,,,,,,,,,-.82398576,
95,79,3,2,475269,-.7028082,-.43355742,-.28562927,.9212814,.050318651,-1.2064997,-.0052356645,-.60481203,.0037770448,.32194114,-1.2973195,436119,.068056427,-.52118385,-.11585167,-.83023864,,.068056427,,-.52118385,,-.11585167,,-.83023864,,-1.2973195
96,79,3,2,113760,-.21452405,-.15287793,-.28208068,.5678131,.83281004,.71680719,-.18083324,-.17771456,-1.0419041,.32207766,-1.3667361,107936,.23514548,-.26706761,-.64561915,1.1060654,,.23514548,,-.26706761,,-.64561915,,1.1060654,,-1.3667361
97,79,3,2,609072,.15711439,.062462546,.90536648,.95118994,.21796373,.27011061,.32167891,.36179158,.41066116,1.3354883,-.49397182,581666,1.4576325,.39802423,.84296393,.34966803,,1.4576325,,.39802423,,.84296393,,.34966803,,-.49397182
98,79,3,2,132399,-.45503637,.99073946,.89118749,.78236312,.52451152,.78264147,.93460596,.76162374,-.64050251,.88020742,-.80294216,121899,1.0705724,.87951756,.52065867,.9665978,,1.0705724,,.87951756,,.52065867,,.9665978,,-.80294216
99,79,3,2,0,,,,,,,,,,,.30050325,538350,,,,,,,,,,,,,,.30050325
100,79,3,2,464467,-1.1990721,.15678436,.035600249,.23345013,.795169,1.1974682,-.80835354,-.38726988,-.14047912,-.7148537,.59324038,457856,-.53533769,-.030471323,-1.1140829,1.5216969,,-.53533769,,-.030471323,,-1.1140829,,1.5216969,,.59324038
101,79,3,1,628377,1.4661452,1.6039379,.62883854,.92791939,-.59314907,.46149248,1.4223862,1.8438748,1.8359399,.92230862,1.0577095,567537,1.6770712,2.3807971,2.398823,-.14240851,1.6770712,,2.3807971,,2.398823,,-.14240851,,1.0577095,
102,79,3,2,545671,.65389395,.55973917,.078591406,.49782926,.67979014,.53341675,-.08296454,1.6210316,-.85968626,-.38383985,1.6535698,532077,.67497337,1.4088811,-.76321018,.69415122,,.67497337,,1.4088811,,-.76321018,,.69415122,,1.6535698
103,79,3,1,665086,1.4430071,1.3467814,.76394284,.71862495,-.44454053,-.14582193,1.6752934,1.8520236,1.9652294,1.5379566,-.056901593,600692,1.7210625,2.3275936,2.8704004,-.57704037,1.7210625,,2.3275936,,2.8704004,,-.57704037,,-.056901593,
104,79,3,2,641572,.31105334,-.44563547,.85386217,.44432333,-.44454053,.60301495,-.30044231,.22998454,-.87847799,.10647377,1.5482802,539516,1.1109596,-.51556343,-.62444609,.29908881,,1.1109596,,-.51556343,,-.62444609,,.29908881,,1.5482802
105,79,3,2,127245,.21045835,1.4154139,.71393448,.92791939,1.127695,.87745798,-.57216692,1.070551,-.55157131,-.80558807,-.31070632,121520,.96520925,1.778505,-1.1862583,1.2523689,,.96520925,,1.778505,,-1.1862583,,1.2523689,,-.31070632
106,79,3,1,584416,1.1449227,1.9686996,1.4073621,.58247095,1.3377625,1.31709,.32579985,1.6673924,1.4663903,1.7083966,.33261719,548662,1.9774327,2.9651098,1.6651578,1.5177583,1.9774327,,2.9651098,,1.6651578,,1.5177583,,.33261719,
107,79,3,1,463147,.41897273,.59607273,1.0169073,.34268641,1.3163729,1.8268046,.38569233,.68733424,.81782061,.153147,.40558279,437063,.9444381,1.232542,.71536338,2.1648448,.9444381,,1.232542,,.71536338,,2.1648448,,.40558279,
108,79,3,1,655711,.74860984,1.6039379,.96922219,1.1966668,1.0416527,1.9589682,-.028197877,1.070551,.68993449,.2857151,.49369565,597531,1.6692045,2.0508366,.38517708,2.0568244,1.6692045,,2.0508366,,.38517708,,2.0568244,,.49369565,
109,79,3,2,485992,.18104792,-.37953383,1.4005803,.88666368,-.34449321,-.47493273,-.42321363,-.48422822,-.31201217,.75768787,.025566595,464049,1.6823283,-.65766662,-.23303422,-.50732267,,1.6823283,,-.65766662,,-.23303422,,-.50732267,,.025566595
110,79,3,1,684584,.97396368,.52501994,.94872683,.64448053,.66303408,.92726737,1.9763473,.78977442,1.5613116,1.9832052,-.92451316,634449,1.6498816,1.1903981,3.0289388,1.0558672,1.6498816,,1.1903981,,3.0289388,,1.0558672,,-.92451316,
111,79,3,2,550723,.6471045,-.41602787,.84474605,.60467374,-.81377572,1.0965544,.22794686,-.28602913,-.64359885,.38106805,1.0059353,522013,1.3961911,-.98182416,.11340265,.54599059,,1.3961911,,-.98182416,,.11340265,,.54599059,,1.0059353
